Year,GEO.id2,HC03_VC03,HC03_VC04,HC03_VC05,HC03_VC06,HC03_VC07,HC03_VC08,HC03_VC09,HC03_VC10,HC03_VC11,HC03_VC12,HC03_VC13,HC03_VC14,HC03_VC17,HC03_VC18,HC03_VC26,HC03_VC27,HC03_VC28,HC03_VC29,HC03_VC30,HC03_VC31,HC03_VC32,HC03_VC36,HC03_VC37,HC03_VC38,HC03_VC39,HC03_VC40,HC03_VC41,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC46,HC03_VC47,HC03_VC48,HC03_VC52,HC03_VC53,HC03_VC62,HC03_VC63,HC03_VC65,HC03_VC66,HC03_VC67,HC03_VC68,HC03_VC70,HC03_VC71,HC03_VC72,HC03_VC76,HC03_VC77,HC03_VC78,HC03_VC79,HC03_VC80,HC03_VC81,HC03_VC85,HC03_VC86,HC03_VC87,HC03_VC88,HC03_VC89,HC03_VC90,HC03_VC91,HC03_VC92,HC03_VC95,HC03_VC96,HC03_VC100,HC03_VC101,HC03_VC105,HC03_VC106,HC03_VC108,HC03_VC109,HC03_VC111,HC03_VC112,HC03_VC114,HC03_VC115,HC03_VC119,HC03_VC120,HC03_VC121,HC03_VC122,HC03_VC123,HC03_VC124,HC03_VC125,HC03_VC126,HC03_VC130,HC03_VC131,HC03_VC132,HC03_VC133,HC03_VC134,HC03_VC135,HC03_VC136,HC03_VC140,HC03_VC141,HC03_VC142,HC03_VC146,HC03_VC149,HC03_VC150,HC03_VC151,HC03_VC154,HC03_VC155,HC03_VC156,HC03_VC160,HC03_VC161,HC03_VC162,HC03_VC163,HC03_VC164,HC03_VC165,HC03_VC166,HC03_VC170,HC03_VC171,HC03_VC172,HC03_VC173,HC03_VC174,HC03_VC175,HC03_VC176,HC03_VC177,HC03_VC178,HC03_VC179,HC03_VC180,HC03_VC181,HC03_VC185,HC03_VC186,HC03_VC187,HC03_VC188,HC03_VC189,HC03_VC190,HC03_VC191,HC03_VC192,HC03_VC193,HC03_VC194,HC03_VC195,HC03_VC196,HC03_VC197,HC03_VC198,HC03_VC199,HC03_VC200,HC03_VC201,HC03_VC202,HC03_VC203,HC03_VC204,HC03_VC205,HC03_VC206,HC03_VC207,HC03_VC208,HC03_VC209,HC03_VC210,HC03_VC211,HC03_VC212
2013,54069,18553,58.4,21.2,44.3,14,2.8,1.7,11.2,5.6,41.6,37.1,14.6,23.9,31.5,41745,44.4,19.7,26.9,4.7,4.3,2.1,17451,33.7,49.8,1.2,3.1,12.3,19770,29.3,43.6,1.4,14,11.8,393,59.5,707,50.6,13.3,13.9,13,10.5,358,68.7,62.8,10903,5.4,4.4,33.9,17.8,38.5,30709,2.7,6.2,35.7,20,6.3,18.4,10.7,91.2,29.1,35681,10.5,43571,15.5,8370,3.9,27424,13.8,7777,34.2,43756,87.2,12.4,6.2,6.2,2.6,3.6,0.3,44156,98.5,98.1,72.5,25.6,0.4,1.5,644,56.2,43.8,841,197,0,100,644,9.9,90.1,644,38.2,40.5,3.3,0,11.8,6.2,41908,97,3,0.8,0.9,0.1,1.5,0.3,0.5,0.4,0.1,0,44156,5.9,1.5,0.6,0.2,1.4,11.7,1.8,0.2,32.3,0.7,1,21.1,9.4,0.1,0.2,7.3,0.1,0.7,2.1,2.6,0.7,0.2,0.5,0.3,0.6,1,0
2013,54071,3274,63.9,18.7,53.1,14,3.1,0.9,7.7,3.8,36.1,31,17,21.2,38.4,7440,44,23.5,25,3.9,3.6,2.3,3249,25.7,56.5,0.6,3.4,13.7,3167,14.3,55.8,2.5,17,10.4,84,14.3,73,61.6,15.1,0,17.8,28.8,45,80,77.8,1271,8.4,6,49,24.1,12.5,5612,10.9,9.2,46,15.7,5.3,8.7,4.3,79.9,13,6072,12.2,7418,21,1443,14,4340,13.8,1635,46.2,7514,92,7.8,4.5,3.2,1.5,1.7,0.3,7603,99.8,99,49.4,49.6,0.8,0.2,17,0,100,77,60,30,70,17,0,100,17,64.7,0,0,0,0,35.3,7230,98.8,1.2,0.2,0.9,0.2,0.2,0,0,0,0.2,0,7603,8.2,0,0,0,0.6,6.3,1.3,0.2,28.2,0,0.1,6.2,1.5,0,0.4,0.3,0.1,0.1,1.2,1.7,0,0.3,0.6,1,0.2,0.5,0
2013,54073,2747,71.2,24.4,60.5,18.1,3.3,2.6,7.4,3.7,28.8,24.8,12.1,28.6,31.5,7083,38.8,23.6,30.1,4.7,2.9,1.7,3425,27.1,56.9,0.6,2,13.5,2959,20.1,56.7,2.5,10.7,10,77,26,202,32.2,14.9,0,0,17.3,65,61.5,67.7,1572,2.9,2.8,44.7,30,19.7,5469,3.9,6.9,48.8,24.2,5.8,5.9,4.5,89.2,10.5,6067,11.1,7083,20.3,1535,9.3,4361,19.3,1187,38.2,7507,90.7,9.3,2,7.3,6.3,1,0,7602,99.7,99.4,72.2,27.2,0.2,0.3,25,44,56,44,19,0,100,25,0,100,25,64,0,0,0,0,36,7227,99.1,0.9,0.2,0.3,0.2,0.6,0,0,0,0,0,7602,15.9,0.1,0,0.3,2.6,12,2.2,0.3,20.1,0,0,12.4,3.4,0,0.4,0.4,0,0.4,1.8,2.6,0,0,0.1,0,0,2.1,0.3
2013,54075,3694,65.5,20.7,55.4,15,3.7,2,6.3,3.8,34.5,29.8,14.5,23.2,33.9,8364,44.2,24.7,23.8,4.1,3.3,2.4,3832,24.1,56.1,0.8,3.5,15.6,3606,13,60.1,0.6,11.8,14.4,67,17.9,152,56.6,13.8,0,0,42.8,86,54.7,80.2,1434,3,3.4,50,30.1,13.5,6575,6.8,11.2,43,17.6,5.1,11.2,5.2,82.1,16.4,7157,12.9,8375,24,1566,6,5113,21,1696,49.8,8631,91.3,8.7,3.9,4.8,2.6,2.2,0,8723,99.7,99.4,70.1,29.3,0.3,0.3,28,100,0,50,22,0,100,28,0,100,28,0,0,0,0,100,0,8329,99.3,0.7,0.2,0.4,0.2,0.3,0,0,0,0,0,8723,8.9,0.1,0,0.2,4.8,15.2,1.5,0.2,23.2,0.7,0.3,22,1.7,0,0.1,0.6,0.1,0.5,1.9,6.2,0.1,0,0.1,0.4,0,0.3,0.1
2013,54077,12697,69.6,26.1,57.2,20,4.7,2,7.6,4.1,30.4,25.5,11.2,29.6,29.7,31450,40.4,23,26.7,4.9,5,2.6,14560,28.6,55.1,1.3,3.9,11.2,13682,20.5,55,1.2,12.3,11,297,46.1,712,60.8,23.2,14.2,0.6,22.9,433,48.5,89.8,6293,3.5,4.6,47.9,27,17,24596,5.9,11.1,47.3,17.5,5.6,8.5,4.1,82.9,12.6,26952,11.5,31437,18.8,6578,4.1,19707,16.9,5152,44.9,33357,87.2,12.7,7,5.7,3.2,2.4,0.2,33666,98.9,98.4,70,28.4,0.6,1.1,355,39.2,60.8,552,197,14.2,85.8,355,0,100,355,31.3,13.8,6.8,0,48.2,0,31870,97.9,2.1,0.8,1.3,0.6,0.6,0.1,0.1,0.1,0.1,0,33666,13.8,0.2,0.2,0.1,2.7,9.4,1.5,0.1,24.2,0.1,0.3,13.1,4.7,0.1,0.1,2.3,0,0.1,1.5,1.4,0.2,0.2,0.2,0.1,0.2,0.9,0
2013,54079,21391,74.8,31.5,60,23.3,4.2,1.9,10.6,6.3,25.2,20.9,7.7,35.1,26.2,55772,38.4,23,29.3,4.9,4.4,1.8,22039,24.1,61.1,1.2,2.7,10.9,23133,18.4,56.6,1.9,11.3,11.8,740,27.3,1242,61.6,12.2,10.5,10.5,28.4,765,55.8,83.7,12340,7.4,5.3,46.7,22.1,18.6,39237,4.1,6.6,37.5,19.8,8,15,9.1,89.3,24,42838,11.2,55735,12.9,13128,2,34360,11.6,8247,36,55402,93.9,5.8,2.6,3.2,2.3,0.9,0.2,56033,98.7,98.4,80.6,17.9,0.2,1.3,746,50.9,49.1,878,132,0,100,746,8.2,91.8,746,6.2,67.2,3.4,0,22.8,0.5,52706,98.2,1.8,0.4,0.5,0.1,0.5,0,0.5,0.3,0.3,0,56033,11.1,0.4,0.1,0.1,1.3,10,2,0.4,11.7,0.1,0.2,9.8,2.1,0,0.1,0.9,0,0.2,1.7,1.7,0.2,0.1,0.5,0.3,0,0.6,0
2013,54081,31364,66.6,25.7,50.4,16.9,4.4,2.1,11.9,6.6,33.4,28.8,12.5,28.9,29.7,75170,41.7,21.1,27.5,5.4,4.3,1.8,32434,29.6,51.9,2.2,4,12.3,32699,19.9,52.2,2.4,13.1,12.4,776,27.3,1532,53.2,12.4,14.9,0.6,25.3,815,48.7,77.2,16534,6.6,4.4,42.2,22.1,24.8,56013,6.6,12.2,39.9,18.5,5.8,11,6,81.3,17,62377,12.6,75812,21.2,16531,5.8,46621,18.4,12660,51.4,78189,86.8,12.8,7.4,5.5,3.1,2.4,0.4,78993,98.3,97.8,77.3,20.5,0.5,1.7,1345,29.5,70.5,1706,361,0,100,1345,13.8,86.2,1345,14.8,55.9,10.7,0.8,16,1.8,74158,95.7,4.3,2.5,2,1.3,1.6,0.7,0.5,0.3,0.2,0.1,78993,31.3,0.2,0.1,0,1.5,9.2,1.5,0.1,10.9,0.2,0.5,11.4,2.7,0.1,0.1,1.9,0,0.3,1.3,1.3,0.1,0.4,0.1,0.1,0,0.3,0
2013,54083,11163,67.4,23.1,52,15.8,5.1,2.1,10.3,5.2,32.6,30.5,12.2,25.5,32.5,27306,40.9,21.2,27.8,7.7,2.4,1.1,12698,31.8,51.3,1.4,3.2,12.3,11930,21.2,50.3,2.1,12.8,13.7,314,49,505,35.8,3.8,8.9,7.1,16,181,82.3,65.2,5751,5.3,4.6,44.9,22.3,22.9,21145,7.6,9.6,46.6,11.8,5.3,10.9,8.2,82.8,19.1,23628,11.9,27644,19.7,5676,5.6,16857,15.6,5111,48.8,29109,90.5,9.5,4.7,4.7,3.9,0.8,0.1,29399,99.7,99.3,77.9,21.5,0.4,0.3,91,48.4,51.6,199,108,0,100,91,12.1,87.9,91,39.6,3.3,25.3,0,24.2,7.7,27854,99,1,0.4,0.6,0.2,0.2,0,0.2,0.2,0,0,29399,9.3,0.1,0.3,0.2,2.6,11.9,2,0.1,26.9,0,0.1,16.1,6.1,0.1,0,2.4,0.1,0.2,2.6,2.6,0.1,0.2,0.9,1.9,0.1,0.9,0
2013,54085,4032,64.5,21.6,50.6,14.5,4.3,1.3,9.6,5.7,35.5,32.7,13.3,24.1,33.6,10229,39.4,19.7,29.1,5.6,6.2,2.6,4236,27.5,50.6,3.2,3.8,14.9,4301,20.7,52.4,2,12,12.9,97,62.9,148,53.4,17.6,16.9,4.1,14.9,79,74.7,64.6,2143,7.7,9.3,42.8,25.9,14.3,7418,8.8,12.6,43.8,17.3,6.9,6.6,4,78.6,10.6,8138,12.9,10225,21.4,2161,6.7,6215,19.1,1849,46.2,10203,92.4,7.6,5.3,2.2,1.5,0.7,0,10303,99.8,99.7,80.8,19,0.1,0.2,19,52.6,47.4,26,7,0,100,19,0,100,19,21.1,63.2,0,0,15.8,0,9743,99.3,0.7,0.1,0.6,0.1,0.1,0,0.1,0,0,0,10303,15.8,0.5,0,0.4,3.2,9.8,1.6,0,19.1,0,0.2,14.4,1.9,0,0.3,1.1,0.1,0,3.2,1.9,0,0,0.4,0.1,0,0.4,0
2013,54087,5975,66.6,22.8,51.1,15.2,3.4,2,12.1,5.7,33.4,29.1,14.5,27.3,33,14709,40.6,21.2,28.6,4.8,4.8,2.1,5940,27.8,54.6,2,4,11.6,6189,17.5,54.3,1.9,14.3,12,116,7.8,333,38.1,6.3,21,1.8,9,127,51.2,95.3,2846,2,7.2,53.6,24.5,12.6,10578,11.2,13.3,48.2,12.3,4.7,7.7,2.6,75.4,10.3,11586,10.4,14717,22,3221,3.6,8940,21.8,2556,46,14634,91.7,8.3,4.6,3.7,2.3,1.4,0,14807,99.7,99.3,80.6,18.7,0.4,0.3,39,51.3,48.7,98,59,0,100,39,0,100,39,25.6,0,0,0,51.3,23.1,13985,98.6,1.4,0.3,1,0.3,0.3,0,0,0,0.2,0,14807,15.3,0,1,0.1,1.6,11.6,1.9,0.1,15,0,0.2,17.7,1.5,0.2,0.1,0.5,0,0.1,2.1,1,0,0,0.1,0,0,0.6,0
2013,54089,5350,69.2,20.7,53.4,15.5,7.2,3.2,8.5,2,30.8,29,15.3,24.1,37,12614,42.4,22.7,23.4,8.1,3.4,1.1,5430,29.6,55.8,1.3,4.2,9,6425,21.2,50.9,3,13,11.9,151,65.6,251,72.5,20.3,22.7,8.8,20.7,182,63.7,63.7,2522,7.8,4.2,41.2,21.4,25.4,10503,8.3,13.2,42.4,19.4,4.1,7.8,4.9,78.6,12.7,11411,11.5,12652,28.4,2383,9.7,7635,25.5,2634,53.7,13704,85.4,14.5,4.9,9.6,3.8,5.8,0.1,13795,99.8,99.4,71.5,27.9,0.4,0.2,33,75.8,24.2,87,54,27.8,72.2,33,0,100,33,3,0,30.3,0,48.5,18.2,13181,96.4,3.6,0.4,2.1,0.4,1.1,0,0.2,0,0.2,0,13795,9.8,0,0.4,0.2,2.6,13.5,2.3,0.1,14.5,0.2,0.2,16.8,2.5,0,0.1,1.6,0,0.1,1.6,0.8,0.2,0.3,0.4,0.3,0.2,0.2,0.3
2013,54091,6878,70.8,25.7,53.4,18.9,4.9,1.6,12.6,5.2,29.2,25.5,11.1,29,29.8,16381,42,22.4,26.8,4.6,4.2,2.9,7032,25.8,54.7,1.3,3,15.2,6983,19.4,54.6,1.5,11.9,12.6,262,19.8,386,49.7,7.3,18.4,19.2,4.9,192,51,80.7,3533,8.2,5.4,42.7,23.2,20.5,12206,5.7,8.7,46.3,17.2,6.6,10.5,5.1,85.6,15.5,13417,12.3,16391,18.4,3489,7.8,10130,16.6,2772,38.5,16705,91.8,8,4.7,3.3,3,0.3,0.2,16906,99.9,99.4,80.9,18.5,0.4,0.1,25,32,68,100,75,0,100,25,0,100,25,0,0,0,0,68,32,15969,98.5,1.5,0.1,1,0,0.4,0.1,0,0,0.1,0,16906,19.7,0.2,0.2,0,3.6,11.2,1.6,0.4,23.9,0.3,0.2,20,8.1,0.1,0.1,2.1,0.1,0,2.4,1.3,0.5,0.1,0.1,0,0.6,1.5,0
2013,54093,3050,68.4,23.6,55.5,18,5,2.6,7.8,3.1,31.6,27.8,15.9,26.3,36,6921,44.1,24.4,24.3,4.4,2.9,2,2992,23.7,61.8,0.5,3.6,10.5,3049,16.2,55.7,1,13.8,13.3,57,42.1,101,63.4,16.8,3,16.8,26.7,64,50,93.8,1250,2.2,3.6,47,31.4,15.8,5232,5.1,11.1,46.4,16,6,8.6,6.8,83.8,15.4,5745,12.4,6921,20.6,1261,6,4209,15.2,1451,48.9,7017,89.5,10.5,5,5.5,3.9,1.6,0,7061,99.9,99.6,76.2,23.4,0.3,0.1,6,100,0,30,24,0,100,6,0,100,6,0,100,0,0,0,0,6756,99.4,0.6,0.1,0.3,0,0.2,0,0.1,0.1,0,0,7061,9.5,0.1,0.2,0,3.6,9.9,1.5,0,26.2,0,0.1,14.9,6.6,0.5,0.3,3.8,0,0,1.1,4.1,0,0,0.5,0.4,0,1,0
2013,54095,3712,69.7,22.7,54.4,15.1,4.9,3,10.3,4.5,30.3,27.5,13.9,25.7,33.1,9015,41.2,22.2,28.4,4.5,3.6,2.1,3768,26.7,55,1.4,5.9,11.1,3854,16.7,54.9,1.7,14.9,11.9,60,36.7,207,20.3,11.6,0,0,8.7,42,69,59.5,1693,5,5.9,48,30.8,10.3,6608,4.1,11,50.5,19.4,5.6,6.2,3.1,84.8,9.4,7261,11.3,9029,21.5,1857,2.2,5511,20.8,1661,45.5,9034,93,6.2,3,3.2,1.7,1.5,0.8,9120,99.8,99.8,79.6,20.2,0,0.2,16,68.8,31.3,20,4,0,100,16,0,100,16,68.8,6.3,0,0,12.5,12.5,8664,98.9,1.1,0.3,0.6,0.1,0.4,0.2,0,0,0,0,9120,15.4,0.4,0.4,0,3.3,13.5,1.5,0.1,20.9,0.2,0.1,14.8,1.9,0,0.8,2.7,0,0.2,2.6,1.8,0,0,0.2,0.7,0,1.2,0
2013,54097,9011,68,25.1,54.7,18.9,3.5,1.7,9.8,4.5,32,27.4,12.3,28.5,33.2,23002,39.2,21.4,28.4,5.7,5.3,2.2,10051,32.7,50.6,0.5,4.8,11.4,10221,25,50.6,1.2,11,12.2,255,14.9,466,59.4,4.9,27,3.6,23.8,277,45.5,45.5,5980,4.9,3.4,39.3,16.2,36,16549,7.3,9.9,47.5,14.8,5.2,8.7,6.7,82.8,15.4,19409,10.1,24226,17,4958,4.9,15192,13.5,4076,44.8,24016,86.9,13,6.2,6.8,3,3.8,0.1,24371,99.3,99,76.2,22.8,0.3,0.7,171,72.5,27.5,252,81,0,100,171,0,100,171,29.8,48,2.3,0,19.9,0,22955,99.1,0.9,0,0.4,0,0.3,0,0.2,0,0,0,24371,13.4,0.2,0.3,0,1.6,9.2,1.5,0,17.9,0,0.6,9.2,1.7,0,0.3,0.9,0.2,0.3,1.3,2.6,0.2,0,0.5,0.4,0.1,0.6,0.2
2013,54099,16555,66.3,24,50.1,16.6,4.2,1.9,12,5.5,33.7,30.2,13.4,29.1,31.8,41799,39.6,19.9,29.7,7.4,3.5,1.5,16543,26.9,53.9,1.3,4.3,13.6,18008,20.2,49.9,1.7,14.4,13.8,463,33.7,1208,63.2,10.6,15.1,20.9,16.6,764,59,83.4,9743,4.6,5.8,43.5,23.2,22.9,29558,8.5,13.8,40.1,19.5,6.6,7.4,4.1,77.7,11.5,32866,10.7,41900,20.7,9118,4.1,25672,19.1,7110,47.5,41651,93.1,6.8,3.8,3.1,1.2,1.9,0,42007,99.6,99.5,76.6,22.9,0.1,0.4,167,49.1,50.9,196,29,0,100,167,9.6,90.4,167,36.5,59.9,0,0,0,3.6,39786,99.4,0.6,0.2,0.2,0.1,0.1,0,0.2,0.1,0.1,0,42007,9.8,0,0.2,0.1,3.1,15.9,1.1,0,10.2,0.1,0.3,16.4,1.9,0,0.1,0.5,0,0,1.9,2.7,0,0,0.2,0,0,0.8,0
2013,54101,3928,70.2,26.3,53.4,17.4,6.4,2.2,10.4,6.7,29.8,24.8,11.2,29.5,31.3,9018,43.6,23.1,24.5,3.7,5.2,3.4,3719,20.4,57.6,1.3,4.5,16.1,3817,20,56.7,2,11,10.3,87,66.7,294,51.4,27.6,7.1,7.5,9.2,151,60.9,100,1509,6.5,6.2,53.1,26.2,8,6560,10.4,19.1,43.6,16,2.3,4.8,3.8,70.6,8.6,7191,9.2,9018,21.1,1882,5.3,5485,17.6,1651,50.7,9003,91,8.9,6,2.9,2.4,0.5,0.1,9073,99.6,99.3,82.7,16.7,0.3,0.4,38,100,0,62,24,0,100,38,0,100,38,15.8,84.2,0,0,0,0,8559,99.4,0.6,0,0.2,0,0.3,0,0,0,0.1,0,9073,18.7,0.1,0.1,0,1.5,8.7,2.1,0.1,15.9,0.7,0.3,12.4,3.1,0,0,0.5,0,0,1.4,2.5,0,0,0.8,0.2,0,0.6,0
2013,54103,6903,65.6,22.7,51.6,15.6,2.9,1.6,11.1,5.4,34.4,30.5,14.8,25.9,34.5,16318,42.3,21.9,27,5.6,3.1,2.2,6618,26.2,55.6,1.5,3.2,13.6,7091,19.3,53.2,2,13.3,12.2,236,47,389,54.8,10.8,21.3,12.1,10.5,213,56.3,89.2,3126,4.7,6.5,49,24.9,15,11833,5.3,13.2,47.2,17.5,6.6,6.2,3.9,81.5,10.2,13043,11.4,16332,15.7,3392,1.9,9696,13.1,3244,37.8,16206,93.9,6.1,3.2,2.9,1.8,1.1,0,16435,99.3,99,82.6,16.4,0.4,0.7,114,50.9,49.1,172,58,0,100,114,20.2,79.8,114,24.6,70.2,0,0,5.3,0,15605,98.8,1.2,0.5,0.4,0.2,0,0,0.7,0.3,0,0,16435,14,0.2,0,0,3.2,12.4,2.2,0,23.5,0,0.2,15.5,2.7,0.2,0.2,1.4,0.1,0.3,1.6,1,0.2,0,0.7,0.7,0,0.9,0
2013,54105,2427,65.6,21,52.3,14.7,1.4,0.2,11.8,6.1,34.4,25,12.2,25.5,30.1,5796,41.9,21.2,23,6.4,7.6,4.6,2436,24.8,60.1,0.5,3,11.7,2406,15.6,54.4,1.5,10.5,18,95,45.3,155,36.8,0,9.7,15.5,11.6,57,73.7,87.7,1139,6.4,2,55.1,25,11.4,4137,5,9.4,47.6,21.4,5.7,7.2,3.7,85.6,10.9,4617,11.5,5796,21.5,1179,9.8,3677,19.2,940,44.9,5722,94.3,5.3,2,3.3,2.3,1,0.4,5796,99.6,99.4,82.9,16.5,0.3,0.4,21,0,100,36,15,0,100,21,0,100,21,0,0,0,0,100,0,5508,99.2,0.8,0.2,0.8,0.2,0,0,0,0,0,0,5796,29.9,0,0.3,0,4.2,9.2,0.8,0,15.1,0,0.7,14.9,4.3,0,0,0.6,0,0,1.8,0.7,0,0,0,0,0,0.4,0
2013,54107,35569,65.5,24.9,51,17.2,4.1,1.9,10.3,5.9,34.5,30,12.9,28.9,30.3,85820,41.4,21.2,27.3,4.9,5.2,2.5,34001,27.3,56,1.1,3.8,11.7,37390,21.3,50.9,2,11.3,14.5,988,51.5,1882,50.9,11.3,16.6,15.6,7.5,958,58.9,73.3,19642,7,5.7,41.2,21.1,25.1,61377,3.7,7.5,36.9,24.5,9.1,12.2,6.2,88.8,18.4,67925,12.1,86178,17.6,18698,5.9,52888,16,14592,38.2,85796,88.9,10.9,7.2,3.7,1.1,2.6,0.2,86779,99.2,98.8,73.4,25.4,0.4,0.8,661,65.4,34.6,1004,343,1.7,98.3,661,6.1,93.9,661,28,48.7,3.6,0,11.6,8,81776,98.3,1.7,0.4,0.9,0.1,0.4,0.1,0.5,0.3,0,0,86779,27.7,0.2,0.1,0,1.8,13.1,1.9,0.1,18.3,0.1,0.2,13,3,0.1,0.2,1.2,0,0.1,2,1.9,0.2,0.2,0.3,0.2,0.1,0.9,0
2013,54109,9101,70.6,27,55.8,20.1,4.6,1.6,10.2,5.3,29.4,26.2,12.4,31,29.4,23422,38.9,21.7,28.5,6.9,4.1,1.7,9518,27.9,55.5,1.4,4.4,10.8,9794,17.2,56.9,1.2,13.1,11.7,255,23.9,551,75.7,8.9,13.1,18,35.8,417,59.7,66.4,4865,9.8,4.4,47.6,22,16.2,16671,12.5,14,45.6,15.3,3.8,5.2,3.5,73.5,8.7,18433,8.8,23433,31.7,5046,8.5,14704,31.8,3683,63.1,23273,94,6,3.5,2.5,1.9,0.6,0,23479,99.9,99.8,87.5,12.3,0.1,0.1,21,81,19,38,17,0,100,21,0,100,21,14.3,85.7,0,0,0,0,22152,99,1,0.5,0.7,0.3,0.1,0,0,0,0.2,0.2,23479,4.7,0.4,0,0,1.2,14.8,0.9,0,13.5,0,0.1,15.5,2.5,0,0.1,0.7,0,0,1,1.2,0,0.2,0,0.1,0,0.6,0
2014,21001,7124,68.4,23.7,55.1,18.2,3.6,1.4,9.7,4.1,31.6,28.2,13.1,27.4,30.5,17846,39.9,22,28.9,5.4,3.7,1.7,7712,28.5,53.8,3.1,2.7,11.8,8036,21.8,51.8,1.2,12.5,12.7,257,6.6,321,68.8,21.8,6.9,20.6,19.6,221,56.6,84.6,4826,2.2,4.4,35.9,21.4,36.1,12489,14,12,36.9,14.3,7.2,8.7,7,74,15.6,15032,9.7,18760,16.8,3954,6.3,11859,13.2,2947,45,18864,87.2,12.7,4.7,7.9,5.4,2.5,0.1,19032,98.9,98.7,77.1,21.5,0.3,1.1,202,32.2,67.8,251,49,0,100,202,11.4,88.6,202,21.8,26.2,0,0,41.6,10.4,18011,98.2,1.8,0.9,1.4,0.8,0.3,0.1,0,0,0,0,19032,18.7,0.1,0,0.1,0.7,22.9,1.5,0.1,6.9,0,0.5,10.9,1.6,0.2,0.3,0.2,0,0,1.2,1.6,0,0.1,0.4,0,0,0.1,0
2014,21003,8057,69.4,29.9,55.4,21.9,4.2,2,9.9,6,30.6,26.2,11.6,33.4,28.2,19981,40.3,22.4,28.7,4.9,3.6,2.3,7863,24.8,58.5,3.3,3.1,10.2,8320,16.8,58.1,2.2,10.3,12.5,257,31.5,411,56.9,8.8,2.2,16.3,29.7,234,45.7,85.9,4755,3.9,7.4,45.5,23,20.3,13512,10.9,12.5,36.6,18.8,7.9,7.2,6.1,76.6,13.3,15349,9.4,20005,17.2,4869,4.3,12172,16.5,2964,40.7,20005,84,15.8,8.9,6.8,4.2,2.6,0.2,20219,98.9,97.1,65.4,31.7,1.9,1.1,214,24.3,75.7,592,378,0,100,214,5.6,94.4,214,0,19.2,0,5.1,58.9,16.8,18978,94.6,5.4,2.2,1.2,0.8,4.2,1.4,0,0,0,0,20219,16.4,0.1,0.1,0,2.3,9.4,1.7,0.1,13.1,0.8,0.4,11.2,1.3,0,0.1,0.6,0,0,1.4,2,0.1,0,0.2,0.7,0,0.5,0
2014,21005,8353,71.9,32,56.9,23.3,3.9,2.6,11.1,6.1,28.1,22.4,10.2,37.2,24.4,21548,38.8,21.9,28.9,6.1,4.4,3.1,8202,20.4,61,2.9,3.4,12.4,8976,20.3,54.8,1.3,10.2,13.3,298,22.5,690,59.4,20.4,7,11.2,20.9,410,59.5,80.2,5224,5.7,6.4,46.5,26.1,15.2,14588,4.9,7.7,40.7,22,6.3,11.2,7.1,87.4,18.4,16175,9.7,21550,14,5485,3.4,13334,13.4,2731,38.2,21335,87.9,12,6.7,5.3,4.9,0.5,0,21664,99.1,98.4,82.7,15.6,0.7,0.9,201,42.8,57.2,356,155,40.6,59.4,201,0,100,201,39.3,16.4,0,0,44.3,0,20249,97.2,2.8,0.9,1.1,0.6,1.1,0.3,0.5,0,0,0,21664,24.1,0,0.1,0.5,0.6,11.3,2.6,0.3,14.3,0.2,0.3,16.6,1.7,0,0.3,0.8,0,0.1,2,3.2,0,0,0.2,0.1,1.1,1.8,0.1
2014,21007,3279,66.3,23,55.7,17.7,2.4,0.6,8.2,4.6,33.7,28.7,14,29.9,33.9,8160,40.2,21.9,25.9,5,7,2.2,3366,26.6,57.2,1.6,3.2,11.4,3435,16.5,54.6,2.8,12.6,13.4,110,6.4,222,56.8,14.4,8.6,13.5,20.3,126,63.5,62.7,1856,8.7,3.9,48,22.6,16.9,5841,4.6,11.5,40.8,22.4,8.2,7.3,5.1,83.8,12.4,6448,10.2,8149,16,1812,5,4862,13.7,1475,37,8209,92.3,7.7,4,3.7,2.8,0.9,0.1,8274,99.2,98.7,61.4,37.3,0.5,0.8,65,61.5,38.5,110,45,0,100,65,18.5,81.5,65,33.8,43.1,0,0,23.1,0,7840,98.3,1.7,0.1,1,0,0.2,0,0.5,0,0,0,8274,20.2,0.1,0.2,0,1.1,8.6,2.9,0,13.1,0,0,13.3,0.9,0,0.3,0.7,0,0.1,1.2,1.4,0,0,0.2,0,0,0.6,0
2014,21009,16789,69,29.4,53.1,20.1,4,1.9,12,7.5,31,28.7,13.7,32.5,28.4,41892,40.1,21.2,29.9,5.9,2.9,1.4,16439,22.4,59,2.4,3,13.2,17817,17.9,53.7,2.6,11.9,13.9,487,41.7,836,50.1,17.7,10.9,1.2,20.3,419,56.8,85.4,10060,6.5,6,45.9,22.9,18.8,29028,9.2,11.1,41.3,17.1,6.6,8.7,5.9,79.7,14.7,32434,8.2,41885,19.2,10192,5.6,25245,18.7,6448,42.6,42237,86.3,13.5,8.2,5.3,3.8,1.5,0.2,42691,98.4,98.2,77.8,20.4,0.3,1.6,669,25,75,787,118,5.9,94.1,669,18.2,81.8,669,5.4,25.4,0.6,0,55.6,13,39982,96.7,3.3,1,2,0.5,0.8,0.3,0.4,0.1,0,0,42691,23.1,0.1,0.1,0.2,1,12.8,1.5,0.4,9.2,0,0,8.7,1.1,0,0.2,0.5,0,0,1.3,2.2,0.1,0.1,1.2,0.1,0,0.6,0
